Thumb;Name;Purchase After Return;SKU;URL;Brand;Country;Revenue;Lost profit;Sales;Price with WB wallet;Comments Valuation;Comments;Days in website;First Date
https://basket-14.wbbasket.ru/vol2173/part217344/217344046/images/c246x328/1.webp;Проектор для фильмов портативный кинопроектор Wanbo Mozart 1;73;217344046;https://www.wildberries.ru/catalog/217344046/detail.aspx;Wanbo;Китай;701505;0;23;27421;4,6;270;641;30.03.2024
https://basket-21.wbbasket.ru/vol3538/part353820/353820484/images/c246x328/1.webp;Проектор для фильмов на стену домашний;73;353820484;https://www.wildberries.ru/catalog/353820484/detail.aspx;;Китай;690865;376040,44;131;5911;4,8;34;293;13.03.2025
https://basket-20.wbbasket.ru/vol3464/part346497/346497788/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;346497788;https://www.wildberries.ru/catalog/346497788/detail.aspx;Volto;Китай;688968;68276,11;70;7007;4,7;237;298;08.03.2025
https://basket-28.wbbasket.ru/vol5275/part527549/527549376/images/c246x328/1.webp;Проектор CS-PRO03BFull HD-A LCD 7200Lm LS 720Lm ANSI 2300 1;73;527549376;https://www.wildberries.ru/catalog/527549376/detail.aspx;CACTUS;;686475;185920,31;43;19806;4,8;6;96;26.09.2025
https://basket-26.wbbasket.ru/vol4745/part474595/474595545/images/c246x328/1.webp;Проектор;73;474595545;https://www.wildberries.ru/catalog/474595545/detail.aspx;;Китай;683365;639976,75;83;8347;4,6;35;154;30.07.2025
https://basket-33.wbbasket.ru/vol6766/part676669/676669866/images/c246x328/1.webp;Проектор для фильмов;73;676669866;https://www.wildberries.ru/catalog/676669866/detail.aspx;;Китай;680478;3931650,67;98;6862;4,8;143;27;04.12.2025
https://basket-27.wbbasket.ru/vol4885/part488516/488516195/images/c246x328/1.webp;Домашний проектор для фильмов;73;488516195;https://www.wildberries.ru/catalog/488516195/detail.aspx;;Китай;678901;17115,15;79;8590;4,6;10;120;02.09.2025
https://basket-25.wbbasket.ru/vol4407/part440730/440730229/images/c246x328/1.webp;Проектор для фильмов;73;440730229;https://www.wildberries.ru/catalog/440730229/detail.aspx;;;675125;250327,25;129;5700;4,8;6040;202;12.06.2025
https://basket-26.wbbasket.ru/vol4824/part482451/482451382/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;482451382;https://www.wildberries.ru/catalog/482451382/detail.aspx;Xavochka;Китай;674640;2163500,69;180;3854;4,8;39;140;13.08.2025
https://basket-21.wbbasket.ru/vol3667/part366754/366754066/images/c246x328/1.webp;Мини проектор для телефона и дома для фильмов игровой;73;366754066;https://www.wildberries.ru/catalog/366754066/detail.aspx;Profit;Китай;672931;876079,98;138;5042;4,8;579;286;20.03.2025
https://basket-28.wbbasket.ru/vol5280/part528029/528029518/images/c246x328/1.webp;Портативный проектор для фильмов Cube 2 Pro;73;528029518;https://www.wildberries.ru/catalog/528029518/detail.aspx;Wanbo;Китай;652587;1760007,36;32;20084;4,8;99;56;05.11.2025
https://basket-31.wbbasket.ru/vol6246/part624685/624685090/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;624685090;https://www.wildberries.ru/catalog/624685090/detail.aspx;;Китай;648008;1822522,5;70;8715;5;2;31;30.11.2025
https://basket-28.wbbasket.ru/vol5478/part547841/547841547/images/c246x328/1.webp;Проектор Mi Smart Projector L1 Pro (BHR9588EU);73;547841547;https://www.wildberries.ru/catalog/547841547/detail.aspx;Xiaomi;Китай;643833;1101669,8;27;22707;5;2;78;14.10.2025
https://basket-27.wbbasket.ru/vol4918/part491870/491870239/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр 4K;73;491870239;https://www.wildberries.ru/catalog/491870239/detail.aspx;;Китай;640403;922180,32;183;3142;4,6;42;140;13.08.2025
https://basket-31.wbbasket.ru/vol6216/part621619/621619873/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;621619873;https://www.wildberries.ru/catalog/621619873/detail.aspx;;Китай;637942;1260324,44;115;4905;4,9;481;40;21.11.2025
https://basket-21.wbbasket.ru/vol3499/part349975/349975711/images/c246x328/1.webp;Проектор для фильмов с джойстиками;73;349975711;https://www.wildberries.ru/catalog/349975711/detail.aspx;Banbury;Китай;635324;1459528,11;145;4160;4,6;83;293;13.03.2025
https://basket-26.wbbasket.ru/vol4657/part465724/465724135/images/c246x328/1.webp;Проектор для фильмов с телефона настенный;73;465724135;https://www.wildberries.ru/catalog/465724135/detail.aspx;TK technology;Китай;634118;772471,02;55;11035;4,7;31;150;03.08.2025
https://basket-33.wbbasket.ru/vol6766/part676667/676667774/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;676667774;https://www.wildberries.ru/catalog/676667774/detail.aspx;Технологик;;629303;4169132,38;105;5142;4,7;3458;28;03.12.2025
https://basket-32.wbbasket.ru/vol6492/part649253/649253934/images/c246x328/1.webp;Проектор для фильмов;73;649253934;https://www.wildberries.ru/catalog/649253934/detail.aspx;Nerra;Китай;628180;2855363,64;98;6113;5;27;35;26.11.2025
https://basket-26.wbbasket.ru/vol4861/part486100/486100422/images/c246x328/1.webp;Проектор для фильмов;73;486100422;https://www.wildberries.ru/catalog/486100422/detail.aspx;;Китай;627759;715865,53;136;5042;4,8;41;150;03.08.2025
https://basket-23.wbbasket.ru/vol3918/part391810/391810208/images/c246x328/1.webp;Проектор для фильмов Mozart 1 Pro, Android 11, 2Гб+16Гб;73;391810208;https://www.wildberries.ru/catalog/391810208/detail.aspx;Wanbo;Китай;621696;260244,84;19;32136;4,8;581;175;09.07.2025
https://basket-31.wbbasket.ru/vol6140/part614045/614045245/images/c246x328/1.webp;Проектор для фильмов домашний;73;614045245;https://www.wildberries.ru/catalog/614045245/detail.aspx;Variety Store;Китай;618895;1601845,88;107;6120;4,8;43;43;18.11.2025
https://basket-31.wbbasket.ru/vol6226/part622613/622613300/images/c246x328/1.webp;Подарок проектор для фильмов с телефона на стену;73;622613300;https://www.wildberries.ru/catalog/622613300/detail.aspx;;;612382;1584988,71;155;4351;4,6;55;40;21.11.2025
https://basket-32.wbbasket.ru/vol6596/part659620/659620851/images/c246x328/1.webp;Подарок проектор для фильмов с телефона на стену;73;659620851;https://www.wildberries.ru/catalog/659620851/detail.aspx;Alruma;;610651;2628454,3;149;3961;4,7;36;35;26.11.2025
https://basket-22.wbbasket.ru/vol3912/part391223/391223729/images/c246x328/1.webp;Проектор для фильмов X5 Pro, Android 11, 1100 ANSI;73;391223729;https://www.wildberries.ru/catalog/391223729/detail.aspx;Wanbo;Китай;603399;223732,21;23;26107;4,6;270;97;25.09.2025
https://basket-26.wbbasket.ru/vol4672/part467274/467274890/images/c246x328/1.webp;Портативный проектор для фильмов с телефона T6R Max;73;467274890;https://www.wildberries.ru/catalog/467274890/detail.aspx;Wanbo;Китай;602716;897923,84;49;11965;4,8;99;167;17.07.2025
https://basket-29.wbbasket.ru/vol5800/part580013/580013934/images/c246x328/1.webp;Проектор ночник звездное небо;73;580013934;https://www.wildberries.ru/catalog/580013934/detail.aspx;Neolife;Китай;600337;835763,27;454;1404;4,9;49;51;10.11.2025
https://basket-26.wbbasket.ru/vol4842/part484216/484216220/images/c246x328/1.webp;Домашний кинотеатр BL06, проектор для фильмов 4K Ultra HD;73;484216220;https://www.wildberries.ru/catalog/484216220/detail.aspx;Нет бренда;Китай;599442;260933,58;35;17153;4,8;518;142;11.08.2025
https://basket-05.wbbasket.ru/vol982/part98200/98200562/images/c246x328/1.webp;Мини проектор беспроводной портативный;73;98200562;https://www.wildberries.ru/catalog/98200562/detail.aspx;проектор мультимедийный для домашнего кинотеатра;Китай;597736;617660,53;422;1322;4;835;1210;08.09.2022
https://basket-23.wbbasket.ru/vol3976/part397623/397623578/images/c246x328/1.webp;Пульт для проектора;73;397623578;https://www.wildberries.ru/catalog/397623578/detail.aspx;;Китай;597467;0;1184;524;4,8;8343;253;22.04.2025
https://basket-06.wbbasket.ru/vol1043/part104398/104398915/images/c246x328/1.webp;Домашний проектор для фильмов;73;104398915;https://www.wildberries.ru/catalog/104398915/detail.aspx;YALY;Китай;593478;537839,44;125;5202;5;1045;1185;03.10.2022
https://basket-25.wbbasket.ru/vol4557/part455796/455796141/images/c246x328/1.webp;Проектор для фильмов домашний;73;455796141;https://www.wildberries.ru/catalog/455796141/detail.aspx;Renovax;Китай;592054;978176,17;165;8713;4,9;102;177;07.07.2025
https://basket-26.wbbasket.ru/vol4605/part460514/460514241/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;460514241;https://www.wildberries.ru/catalog/460514241/detail.aspx;DEVER;Китай;591315;2414536,25;225;3025;4,6;78;170;14.07.2025
https://basket-29.wbbasket.ru/vol5644/part564417/564417668/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр 4К Wi-Fi;73;564417668;https://www.wildberries.ru/catalog/564417668/detail.aspx;;Китай;590922;673858,42;68;8466;5;47;62;30.10.2025
https://basket-32.wbbasket.ru/vol6736/part673621/673621786/images/c246x328/1.webp;Проектор для фильмов Smart TV Full HD, Android, W--fi 5 G;73;673621786;https://www.wildberries.ru/catalog/673621786/detail.aspx;Boxbi Price Store;Россия;588789;3191856,16;75;7531;4,9;751;23;08.12.2025
https://basket-16.wbbasket.ru/vol2539/part253934/253934748/images/c246x328/1.webp;Проектор портативный Mozart 1 Pro;73;253934748;https://www.wildberries.ru/catalog/253934748/detail.aspx;Wanbo;;586981;286332,2;21;37751;5;9;498;20.08.2024
https://basket-03.wbbasket.ru/vol309/part30976/30976341/images/c246x328/1.webp;Детский проектор для мультиков и фильмов MK1;73;30976341;https://www.wildberries.ru/catalog/30976341/detail.aspx;Lumicube;Китай;583380;4821,32;48;11729;4,9;132;1667;08.06.2021
https://basket-25.wbbasket.ru/vol4453/part445347/445347639/images/c246x328/1.webp;Проектор скорости на лобовое стекло;79;445347639;https://www.wildberries.ru/catalog/445347639/detail.aspx;;Китай;582732;273813,83;378;2067;4,7;102;184;30.06.2025
https://basket-28.wbbasket.ru/vol5298/part529818/529818380/images/c246x328/1.webp;Проектор для фильмов;73;529818380;https://www.wildberries.ru/catalog/529818380/detail.aspx;4-Electronics;;579284;1700478,84;117;5317;4,9;42;101;21.09.2025
https://basket-20.wbbasket.ru/vol3273/part327395/327395671/images/c246x328/1.webp;Проектор для фильмов с аккумулятором smart tv;73;327395671;https://www.wildberries.ru/catalog/327395671/detail.aspx;Jargus;Китай;571555;239255,58;48;12401;4,8;34;327;07.02.2025
https://basket-12.wbbasket.ru/vol1779/part177977/177977500/images/c246x328/1.webp;Проектор для фильмов U14, домашний кинотеатр с телефона;73;177977500;https://www.wildberries.ru/catalog/177977500/detail.aspx;BYINTEK;Китай;571257;74051,83;25;24588;4,8;518;831;22.09.2023
https://basket-28.wbbasket.ru/vol5371/part537105/537105798/images/c246x328/1.webp;Проектор для фильмов Домашний кинотеатр;73;537105798;https://www.wildberries.ru/catalog/537105798/detail.aspx;;Китай;564820;2085489,23;157;3572;4;23;25;06.12.2025
https://basket-12.wbbasket.ru/vol1754/part175474/175474585/images/c246x328/1.webp;Проектор T2 Max New (темно-синий);73;175474585;https://www.wildberries.ru/catalog/175474585/detail.aspx;Wanbo;Китай;562721;103802,9;40;13209;4,7;17;851;02.09.2023
https://basket-29.wbbasket.ru/vol5600/part560037/560037106/images/c246x328/1.webp;Проектор Xiaomi Smart Projector L1 Pro для фильмов с телефона;73;560037106;https://www.wildberries.ru/catalog/560037106/detail.aspx;Xiaomi;Китай;559162;9186232,86;21;27028;5;4;81;11.10.2025
https://basket-28.wbbasket.ru/vol5369/part536936/536936630/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;536936630;https://www.wildberries.ru/catalog/536936630/detail.aspx;Технологик;;553874;4644020,46;92;5940;4,8;88;100;22.09.2025
https://basket-18.wbbasket.ru/vol2922/part292212/292212069/images/c246x328/1.webp;Домашний проектор Кинотеатр фильмов и мультиков портативный;73;292212069;https://www.wildberries.ru/catalog/292212069/detail.aspx;;Китай;550386;693078,67;152;3256;4,7;664;389;07.12.2024
https://basket-25.wbbasket.ru/vol4468/part446894/446894169/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;446894169;https://www.wildberries.ru/catalog/446894169/detail.aspx;;Китай;549138;101297,3;107;5750;4,6;28;163;21.07.2025
https://basket-33.wbbasket.ru/vol6769/part676977/676977848/images/c246x328/1.webp;Домашний проектор для фильмов с телефона на стену 4К;73;676977848;https://www.wildberries.ru/catalog/676977848/detail.aspx;;Китай;547794;2969620,11;52;9536;4,5;11;22;09.12.2025
https://basket-26.wbbasket.ru/vol4781/part478122/478122944/images/c246x328/1.webp;Проектор для фильмов с телефона Wanbo T2 Ultra;73;478122944;https://www.wildberries.ru/catalog/478122944/detail.aspx;Wanbo;Китай;545454;246753;40;19969;4,8;581;150;03.08.2025
https://basket-20.wbbasket.ru/vol3353/part335396/335396832/images/c246x328/1.webp;Проектор Smart Projector L1 EU;73;335396832;https://www.wildberries.ru/catalog/335396832/detail.aspx;Xiaomi;Китай;544504;2951784,84;30;18226;5;5;277;29.03.2025
https://basket-25.wbbasket.ru/vol4449/part444925/444925679/images/c246x328/1.webp;Проектор домашний для фильмов с телефона А10;73;444925679;https://www.wildberries.ru/catalog/444925679/detail.aspx;;;534177;1017480;102;5121;4,9;30;190;24.06.2025
https://basket-27.wbbasket.ru/vol4947/part494746/494746698/images/c246x328/1.webp;Проектор для фильмов с джойстиками;73;494746698;https://www.wildberries.ru/catalog/494746698/detail.aspx;;Китай;532604;151371,66;112;6112;4,7;45;133;20.08.2025
https://basket-19.wbbasket.ru/vol3190/part319061/319061032/images/c246x328/1.webp;Мини проектор для фильмов Android Wi-Fi;73;319061032;https://www.wildberries.ru/catalog/319061032/detail.aspx;;Китай;532074;766186,56;148;3969;4,6;111;317;17.02.2025
https://basket-23.wbbasket.ru/vol4040/part404030/404030424/images/c246x328/1.webp;Проектор HY300 для фильмов и видео домашний;84;404030424;https://www.wildberries.ru/catalog/404030424/detail.aspx;BubbleTech;Китай;531963;3073564;198;2235;4,5;768;245;30.04.2025
https://basket-15.wbbasket.ru/vol2310/part231030/231030012/images/c246x328/1.webp;Проектор скорости на лобовое стекло;79;231030012;https://www.wildberries.ru/catalog/231030012/detail.aspx;BITEK;Китай;525768;228863,72;321;1922;4,8;232;595;15.05.2024
https://basket-26.wbbasket.ru/vol4672/part467275/467275086/images/c246x328/1.webp;Проектор для презентаций и фильмов Ванбо X5 Air, с автофокусом;73;467275086;https://www.wildberries.ru/catalog/467275086/detail.aspx;Wanbo;Китай;520904;1029103,02;27;18460;4,8;99;167;17.07.2025
https://basket-27.wbbasket.ru/vol4956/part495633/495633052/images/c246x328/1.webp;Проектор для фильмов игровой с джойстиками;73;495633052;https://www.wildberries.ru/catalog/495633052/detail.aspx;MiniWonder;;519981;244328,42;72;7389;4,7;208;135;18.08.2025
https://basket-21.wbbasket.ru/vol3618/part361869/361869661/images/c246x328/1.webp;Проектор для фильмов домашний кинотеатр;73;361869661;https://www.wildberries.ru/catalog/361869661/detail.aspx;;Китай;519745;1291937,57;202;3111;4,3;181;282;24.03.2025
https://basket-19.wbbasket.ru/vol3259/part325914/325914404/images/c246x328/1.webp;Проектор мини на стену с пультом;73;325914404;https://www.wildberries.ru/catalog/325914404/detail.aspx;Освещение дома;Китай;519199;95774,57;174;3633;4,8;31;329;05.02.2025
https://basket-28.wbbasket.ru/vol5280/part528026/528026191/images/c246x328/1.webp;Портативный проектор Cube 2 Pro;73;528026191;https://www.wildberries.ru/catalog/528026191/detail.aspx;Wanbo;Китай;515593;694067,5;26;20225;5;4;56;05.11.2025
https://basket-17.wbbasket.ru/vol2727/part272738/272738345/images/c246x328/1.webp;Светодиодный диско-шар MP3 bluetooth;84;272738345;https://www.wildberries.ru/catalog/272738345/detail.aspx;;;511285;258798,58;745;702;4,5;609;435;22.10.2024
https://basket-28.wbbasket.ru/vol5239/part523993/523993714/images/c246x328/1.webp;Проектор домашний для фильмов;73;523993714;https://www.wildberries.ru/catalog/523993714/detail.aspx;IL PRIMISSIMO;Китай;508811;1493606,48;94;5357;4,8;29;114;08.09.2025
https://basket-27.wbbasket.ru/vol4929/part492909/492909259/images/c246x328/1.webp;Голографический проектор-вентилятор 3D;73;492909259;https://www.wildberries.ru/catalog/492909259/detail.aspx;fyronn;Китай;507075;0;180;4753;4,5;20;128;25.08.2025
https://basket-15.wbbasket.ru/vol2312/part231247/231247460/images/c246x328/1.webp;Проектор скорости на лобовое стекло;79;231247460;https://www.wildberries.ru/catalog/231247460/detail.aspx;BITEK;Китай;506229;81960,89;346;2229;4,7;149;594;16.05.2024
https://basket-15.wbbasket.ru/vol2353/part235391/235391530/images/c246x328/1.webp;Проектор для фильмов Домашний кинотеатр Android WiFi Full HD;73;235391530;https://www.wildberries.ru/catalog/235391530/detail.aspx;InTreid;Китай;505017;0;36;14694;4,8;670;568;11.06.2024
https://basket-27.wbbasket.ru/vol4933/part493388/493388536/images/c246x328/1.webp;Проектор для фильмов;73;493388536;https://www.wildberries.ru/catalog/493388536/detail.aspx;TK technology;Китай;500005;2550025,5;47;12258;5;48;134;19.08.2025
